SeniorCitizen,Partner,Dependents,tenure,Contract,InternetService,TechSupport,OnlineSecurity,PaymentMethod,PaperlessBilling,NumServices,MonthlyCharges,TotalCharges,Churn
0,No,No,3,Month-to-month,DSL,No,Yes,Electronic check,No,3,64.54,232.95,Yes
1,No,Yes,35,Month-to-month,DSL,No,No internet service,Bank transfer,No,3,62.74,2187.94,No
1,Yes,Yes,13,Month-to-month,Fiber optic,Yes,No,Credit card,No,3,83.54,1150.28,Yes
0,No,No,64,Month-to-month,Fiber optic,Yes,No,Mailed check,No,6,96.06,6181.71,No
0,No,Yes,17,Two year,Fiber optic,No,No,Credit card,Yes,5,88.61,1508.02,No
0,No,No,16,Month-to-month,DSL,No,No,Bank transfer,Yes,1,50.65,820.93,Yes
0,No,Yes,18,One year,No,No,Yes,Mailed check,Yes,2,38.7,691.13,Yes
0,No,Yes,46,Two year,DSL,No,No,Mailed check,Yes,1,56.33,2593.27,Yes
0,Yes,No,41,Two year,Fiber optic,No,No internet service,Electronic check,No,2,77.46,3174.12,No
0,No,Yes,69,One year,DSL,No internet service,No,Electronic check,Yes,5,70.73,4895.63,No
0,Yes,Yes,30,Two year,Fiber optic,No internet service,Yes,Credit card,Yes,6,90.39,2781.3,No
0,Yes,No,20,Month-to-month,Fiber optic,No,No internet service,Electronic check,Yes,3,87.88,1709.39,No
0,Yes,No,3,Month-to-month,Fiber optic,No internet service,No,Bank transfer,No,5,87.51,308.22,Yes
0,Yes,No,0,Month-to-month,DSL,No internet service,No,Mailed check,Yes,3,62.64,0.0,Yes
0,Yes,Yes,27,Two year,Fiber optic,Yes,No internet service,Electronic check,Yes,3,101.31,2786.16,No
0,No,No,67,Two year,DSL,No,No,Credit card,No,5,64.08,4280.02,No
1,Yes,No,38,Month-to-month,Fiber optic,Yes,No internet service,Electronic check,Yes,2,96.54,3685.03,Yes
1,No,No,65,Month-to-month,DSL,No,No internet service,Bank transfer,No,2,56.94,3694.75,No
1,Yes,No,7,Month-to-month,DSL,No,Yes,Mailed check,Yes,1,45.0,245.78,No
1,No,No,6,Month-to-month,Fiber optic,No,No,Electronic check,Yes,2,74.23,514.94,Yes
0,No,No,60,Two year,DSL,No,Yes,Electronic check,No,1,63.69,3783.69,No
0,Yes,No,7,Month-to-month,DSL,No,No,Bank transfer,Yes,5,70.46,496.58,Yes
0,No,No,3,Two year,No,No,No,Electronic check,Yes,6,43.6,88.7,Yes
0,No,No,29,One year,No,No internet service,No,Credit card,Yes,3,32.28,882.64,No
1,No,No,67,Month-to-month,No,No internet service,No internet service,Bank transfer,No,4,40.58,2710.66,No
0,Yes,No,50,Month-to-month,DSL,No,No,Electronic check,No,2,53.95,2673.76,No
0,No,Yes,7,Two year,Fiber optic,Yes,No internet service,Electronic check,Yes,1,76.58,489.31,No
0,No,No,61,One year,Fiber optic,Yes,No,Electronic check,Yes,4,98.64,6015.62,Yes
0,Yes,No,61,Month-to-month,DSL,Yes,No,Credit card,Yes,1,42.73,2547.25,No
0,No,No,58,Month-to-month,Fiber optic,No,Yes,Mailed check,No,6,100.87,5855.48,Yes
0,Yes,No,65,Two year,DSL,Yes,No,Electronic check,Yes,2,53.56,3476.31,No
1,No,No,17,Two year,No,No internet service,No,Mailed check,Yes,5,39.51,572.45,Yes
0,Yes,Yes,71,Two year,Fiber optic,No,Yes,Mailed check,Yes,2,85.43,6044.61,No
0,Yes,No,23,One year,Fiber optic,No,No internet service,Bank transfer,No,1,65.73,1530.53,No
0,No,No,58,Two year,Fiber optic,Yes,No,Electronic check,Yes,4,73.8,4237.86,No
0,No,No,42,Month-to-month,DSL,No,No,Electronic check,Yes,2,55.35,2345.17,No
0,No,No,56,One year,Fiber optic,No,No internet service,Mailed check,No,3,82.67,4646.83,No
0,No,No,45,Month-to-month,Fiber optic,No,No,Bank transfer,Yes,2,70.88,3148.89,No
0,Yes,No,46,One year,Fiber optic,Yes,No,Bank transfer,Yes,6,86.74,3989.55,No
1,Yes,No,44,Two year,Fiber optic,No internet service,No,Electronic check,Yes,4,99.58,4414.52,No
0,Yes,Yes,56,Two year,DSL,Yes,Yes,Electronic check,Yes,5,70.28,3900.62,No
0,No,No,53,Month-to-month,Fiber optic,Yes,No,Bank transfer,Yes,4,88.12,4662.13,Yes
0,Yes,No,9,One year,Fiber optic,No internet service,Yes,Electronic check,Yes,6,110.17,1037.54,No
0,No,No,60,Two year,DSL,Yes,Yes,Mailed check,Yes,3,64.63,3843.49,No
0,Yes,No,39,Two year,No,Yes,No,Mailed check,Yes,6,57.62,2265.55,No
1,Yes,Yes,23,One year,Fiber optic,No,Yes,Electronic check,No,6,89.92,2024.99,Yes
0,Yes,No,37,Month-to-month,Fiber optic,No,No internet service,Mailed check,Yes,6,89.7,3312.46,Yes
0,Yes,No,70,Month-to-month,No,Yes,No,Electronic check,No,5,46.2,3251.87,No
0,Yes,No,62,Two year,Fiber optic,Yes,No,Mailed check,Yes,6,99.49,6072.2,Yes
0,No,Yes,60,One year,No,Yes,No internet service,Electronic check,Yes,5,50.0,2978.63,No
0,Yes,No,33,One year,Fiber optic,No,No,Mailed check,Yes,2,69.22,2301.43,No
0,No,Yes,57,One year,Fiber optic,Yes,No,Mailed check,Yes,1,78.72,4496.07,No
0,No,No,28,Month-to-month,DSL,No,No,Electronic check,No,2,59.94,1657.42,Yes
0,No,No,50,Month-to-month,DSL,No internet service,No internet service,Bank transfer,Yes,4,68.62,3386.82,No
0,No,Yes,46,Two year,Fiber optic,Yes,Yes,Bank transfer,No,1,72.06,3339.9,No
0,Yes,No,18,Month-to-month,DSL,No,Yes,Credit card,No,2,57.11,1015.08,Yes
0,Yes,No,19,One year,DSL,Yes,No internet service,Electronic check,Yes,4,58.35,1130.46,No
1,Yes,No,4,One year,Fiber optic,Yes,Yes,Electronic check,No,2,77.24,324.17,No
0,No,Yes,10,Two year,Fiber optic,Yes,No,Electronic check,Yes,5,86.24,844.5,No
0,No,No,31,Month-to-month,DSL,No internet service,No,Credit card,Yes,6,67.45,2133.85,No
0,Yes,No,34,One year,Fiber optic,No,No,Mailed check,Yes,1,73.05,2459.93,Yes
0,Yes,No,12,Month-to-month,No,No,No internet service,Electronic check,No,4,35.05,468.22,No
0,No,No,30,Month-to-month,Fiber optic,No,No internet service,Bank transfer,No,5,87.95,2691.35,Yes
0,No,Yes,44,Month-to-month,No,No internet service,Yes,Electronic check,No,1,18.0,834.0,No
0,No,No,16,Month-to-month,Fiber optic,No,No,Mailed check,No,5,104.27,1661.1,Yes
0,No,No,24,Two year,DSL,Yes,No,Mailed check,Yes,4,60.0,1541.88,No
0,No,No,26,Two year,Fiber optic,No internet service,No,Bank transfer,No,4,89.98,2345.55,No
0,No,Yes,36,Month-to-month,No,No,No internet service,Bank transfer,No,1,18.0,657.64,No
0,Yes,No,26,Two year,Fiber optic,No,No,Electronic check,No,3,91.65,2382.02,No
0,Yes,No,53,Month-to-month,No,No,Yes,Bank transfer,Yes,3,34.5,1783.31,No
1,No,Yes,23,One year,No,No,No internet service,Mailed check,No,1,21.84,554.12,Yes
0,No,No,31,Two year,DSL,Yes,No internet service,Electronic check,Yes,5,64.89,1988.69,No
0,Yes,Yes,27,One year,DSL,Yes,Yes,Credit card,No,4,68.22,1878.72,No
1,No,Yes,13,Month-to-month,Fiber optic,No,No,Bank transfer,No,6,79.28,1077.02,Yes
0,Yes,No,50,Month-to-month,DSL,No,Yes,Credit card,No,1,44.55,2251.63,No
0,No,Yes,17,Month-to-month,Fiber optic,No,Yes,Bank transfer,Yes,5,91.79,1532.75,Yes
1,Yes,No,21,Two year,No,No,Yes,Electronic check,Yes,4,37.22,767.98,No
0,No,Yes,57,One year,Fiber optic,No internet service,No internet service,Mailed check,No,4,103.03,5765.63,No
0,No,No,69,Month-to-month,DSL,No internet service,Yes,Mailed check,No,2,51.97,3581.27,No
0,Yes,No,48,Month-to-month,Fiber optic,No,Yes,Electronic check,No,5,98.44,4757.23,Yes
0,Yes,No,66,Two year,DSL,Yes,No,Mailed check,No,2,64.87,4271.92,No
0,No,No,62,Month-to-month,No,No,No,Mailed check,Yes,5,46.52,2860.64,No
0,Yes,No,35,One year,DSL,No,Yes,Electronic check,No,3,54.46,1894.19,No
0,Yes,No,56,One year,No,No,Yes,Credit card,Yes,3,25.79,1492.85,No
0,No,Yes,23,Month-to-month,Fiber optic,Yes,No internet service,Electronic check,Yes,4,92.47,2124.64,Yes
0,Yes,No,33,Month-to-month,Fiber optic,No,No,Mailed check,Yes,1,84.37,2858.53,Yes
0,Yes,Yes,39,Month-to-month,Fiber optic,No,No,Bank transfer,Yes,3,86.78,3361.59,No
1,Yes,No,70,Month-to-month,DSL,No,Yes,Bank transfer,Yes,2,61.4,4306.69,Yes
0,No,Yes,61,One year,Fiber optic,No internet service,No,Electronic check,No,6,112.55,6848.21,No
0,Yes,No,35,Two year,No,No,No internet service,Bank transfer,Yes,3,38.52,1431.18,No
0,Yes,No,47,Month-to-month,No,No,Yes,Bank transfer,No,1,18.0,853.19,Yes
0,Yes,No,14,Month-to-month,DSL,No,Yes,Credit card,Yes,1,49.81,782.46,No
0,Yes,No,58,Month-to-month,Fiber optic,No,No,Electronic check,No,6,105.22,6085.95,No
1,Yes,Yes,40,Month-to-month,No,Yes,No,Electronic check,Yes,1,23.01,981.5,No
0,Yes,Yes,38,One year,No,No,Yes,Bank transfer,No,1,33.53,1278.86,No
0,Yes,No,55,Two year,Fiber optic,No,No internet service,Electronic check,No,2,78.6,4356.47,No
1,Yes,No,46,One year,DSL,No,No,Bank transfer,Yes,2,56.01,2527.67,No
0,No,Yes,5,Month-to-month,No,Yes,No,Bank transfer,Yes,1,22.4,125.94,No
0,Yes,No,21,One year,Fiber optic,No internet service,Yes,Electronic check,Yes,6,97.96,2014.4,No
0,Yes,No,12,Month-to-month,Fiber optic,No,No,Credit card,Yes,1,75.77,919.52,Yes
0,No,Yes,53,Two year,Fiber optic,No,No,Bank transfer,Yes,5,82.85,4330.31,No
0,No,No,2,One year,DSL,No,No internet service,Credit card,Yes,6,69.35,134.94,Yes
0,No,Yes,14,Two year,No,No,No,Bank transfer,No,4,30.6,472.22,No
1,Yes,Yes,43,Month-to-month,DSL,No,No internet service,Electronic check,Yes,1,47.06,2045.48,Yes
1,Yes,No,50,Month-to-month,Fiber optic,No,No,Credit card,Yes,5,87.73,4337.14,Yes
1,Yes,Yes,36,One year,No,No,No,Bank transfer,Yes,2,35.07,1186.58,No
0,Yes,No,62,Month-to-month,No,No internet service,No internet service,Credit card,Yes,3,39.64,2477.56,No
0,Yes,No,67,One year,No,No,No,Electronic check,Yes,2,32.36,2231.37,No
1,No,No,9,Month-to-month,No,No,No,Electronic check,No,5,34.89,275.45,Yes
0,Yes,No,69,Two year,DSL,No,No internet service,Credit card,Yes,4,62.41,4390.19,No
0,No,No,44,Month-to-month,No,No,No internet service,Electronic check,Yes,1,18.0,791.74,No
0,Yes,No,46,Two year,No,No,Yes,Bank transfer,Yes,3,32.62,1422.17,No
0,Yes,No,6,Month-to-month,Fiber optic,No,Yes,Mailed check,Yes,5,96.38,515.84,Yes
0,No,No,45,Month-to-month,Fiber optic,Yes,No,Electronic check,No,6,102.95,4663.55,Yes
1,No,No,52,Month-to-month,DSL,Yes,No internet service,Electronic check,Yes,6,74.84,3896.86,No
0,Yes,Yes,42,Month-to-month,Fiber optic,No,No,Credit card,No,1,82.05,3505.39,Yes
0,No,No,6,Two year,Fiber optic,No internet service,No,Electronic check,Yes,6,98.56,543.44,No
1,Yes,No,38,Two year,Fiber optic,No,No,Bank transfer,No,4,86.6,3295.54,Yes
0,Yes,No,68,Two year,Fiber optic,Unknown,Yes,Bank transfer,Yes,5,97.74,6646.59,No
0,No,No,52,Two year,Fiber optic,No,Yes,Bank transfer,No,3,88.94,4619.16,Yes
0,Yes,No,10,One year,DSL,No,Yes,Mailed check,Yes,4,59.85,583.2,No
0,Yes,Yes,70,Month-to-month,No,No internet service,Yes,Electronic check,Yes,2,31.27,2174.39,No
0,No,No,69,Two year,DSL,No internet service,No,Credit card,No,4,61.23,4231.86,No
0,Yes,No,12,Month-to-month,DSL,No internet service,No,Electronic check,No,2,41.95,515.5,Yes
0,Yes,Yes,58,Two year,DSL,No internet service,Yes,Electronic check,Yes,3,61.14,3556.22,No
0,Yes,Yes,29,Month-to-month,No,Yes,No,Credit card,Yes,3,25.73,794.41,Yes
0,No,Yes,43,One year,No,Yes,No,Electronic check,Yes,6,48.97,2057.66,No
0,No,No,32,Month-to-month,DSL,No,No,Electronic check,No,4,53.79,1648.81,Yes
0,Yes,No,57,Month-to-month,DSL,No,No,Credit card,Yes,4,58.68,3385.44,Yes
0,Yes,No,72,Month-to-month,Fiber optic,Yes,Yes,Electronic check,Yes,2,76.4,5463.06,Yes
1,No,Yes,58,Month-to-month,DSL,No,No,Electronic check,Yes,3,65.71,3796.0,No
0,Yes,No,67,Month-to-month,Fiber optic,Yes,Yes,Mailed check,No,3,80.3,5355.62,No
0,No,No,69,Month-to-month,DSL,Yes,Yes,Bank transfer,Yes,5,61.05,4187.11,No
0,No,No,6,Month-to-month,Fiber optic,No,Yes,Credit card,Yes,2,81.19,428.81,Yes
0,Yes,Yes,18,One year,Fiber optic,No internet service,No,Bank transfer,No,1,73.2,1294.82,No
0,Yes,Yes,52,Month-to-month,Fiber optic,No,Yes,Credit card,Yes,4,92.74,4848.45,Yes
0,Yes,No,43,Two year,Fiber optic,No,No,Electronic check,No,5,86.43,3716.33,Yes
1,Yes,No,3,Month-to-month,DSL,No internet service,Yes,Bank transfer,No,5,68.77,226.49,Yes
0,Yes,Yes,6,One year,DSL,No internet service,Yes,Electronic check,Yes,5,82.32,474.08,Yes
1,No,No,37,Month-to-month,DSL,No,No internet service,Credit card,No,3,57.06,2147.33,No
1,Yes,Yes,44,Month-to-month,DSL,No internet service,No,Credit card,No,2,55.12,2404.95,No
0,No,Yes,12,One year,No,Yes,Yes,Electronic check,Yes,4,28.03,252.02,No
0,No,No,12,One year,DSL,No,No,Credit card,Yes,1,44.38,545.22,No
0,Yes,No,9,Month-to-month,DSL,Yes,Yes,Bank transfer,No,6,74.76,703.54,Yes
1,Yes,No,41,Month-to-month,DSL,No,No,Electronic check,Yes,5,65.52,2663.95,Yes
0,Yes,No,0,Month-to-month,Fiber optic,No,Yes,Bank transfer,Yes,4,91.69,0.0,No
0,No,No,41,Month-to-month,No,Yes,No,Credit card,Yes,2,31.55,1259.52,No
1,Yes,Yes,34,Month-to-month,No,No,No internet service,Electronic check,No,2,21.09,743.89,No
0,No,No,34,One year,Fiber optic,No,Yes,Electronic check,No,6,103.09,3574.85,Yes
0,No,No,49,Month-to-month,No,No,Yes,Credit card,No,1,18.0,883.47,Yes
0,No,No,38,One year,Fiber optic,Yes,No,Mailed check,Yes,1,69.91,2647.52,Yes
1,No,No,53,Month-to-month,No,Yes,No internet service,Mailed check,No,3,34.88,1844.41,No
1,No,No,55,Month-to-month,No,No,No,Bank transfer,Yes,2,38.4,2177.13,No
0,No,Yes,67,Month-to-month,DSL,No internet service,No,Bank transfer,No,5,61.48,4135.27,No
0,No,Yes,58,Month-to-month,Fiber optic,No internet service,Yes,Electronic check,No,1,75.39,4458.39,No
0,No,No,37,Month-to-month,DSL,No,No,Electronic check,Yes,5,68.44,2543.45,Yes
0,No,No,35,Two year,DSL,No,Yes,Credit card,Yes,5,71.44,2474.25,No
0,No,Yes,17,One year,No,No,No,Mailed check,Yes,2,36.1,590.36,No
0,Yes,Yes,43,Month-to-month,DSL,No internet service,Yes,Bank transfer,Yes,4,60.58,2607.4,No
0,No,No,10,Month-to-month,Fiber optic,Yes,No,Credit card,No,5,98.57,904.05,Yes
0,No,Yes,67,Two year,No,No,Yes,Electronic check,Yes,6,54.98,3664.66,No
0,No,Yes,61,Month-to-month,Fiber optic,No,No,Credit card,No,5,103.2,6277.09,Yes
0,Yes,No,8,Month-to-month,Fiber optic,No,No,Bank transfer,Yes,6,100.01,809.67,Yes
0,No,No,57,Two year,Fiber optic,Yes,No internet service,Credit card,Yes,1,75.44,4377.75,Yes
0,No,No,8,Month-to-month,No,Yes,No internet service,Electronic check,No,4,35.15,283.39,Yes
0,No,No,52,Month-to-month,DSL,No,No,Electronic check,Yes,5,58.75,2978.09,Yes
1,Yes,No,6,Month-to-month,DSL,No,No,Bank transfer,No,2,52.33,277.42,Yes
0,No,No,35,One year,Fiber optic,No,Yes,Credit card,No,2,79.67,2798.94,Yes
0,No,Yes,48,Month-to-month,No,Yes,No internet service,Credit card,Yes,1,23.84,1148.04,No
1,No,Yes,53,One year,DSL,Unknown,No,Mailed check,Yes,6,75.59,4071.25,No
0,No,No,30,Month-to-month,Fiber optic,No,No,Mailed check,Yes,6,88.27,2686.5,Yes
0,No,No,67,Month-to-month,No,No internet service,No,Electronic check,No,1,23.41,1605.67,No
0,No,No,56,Month-to-month,DSL,Unknown,No,Bank transfer,Yes,2,65.97,3685.63,No
1,Yes,Yes,15,Two year,DSL,No internet service,No internet service,Credit card,No,3,64.47,1011.01,No
0,No,No,48,Month-to-month,Fiber optic,No internet service,No internet service,Credit card,No,6,100.7,4797.76,No
1,Yes,No,53,One year,DSL,No internet service,No,Mailed check,Yes,5,69.84,3740.25,No
0,No,No,24,Month-to-month,DSL,No internet service,No,Credit card,No,6,69.81,1664.14,Yes
0,No,No,53,Month-to-month,Fiber optic,No,No internet service,Electronic check,Yes,5,81.98,4287.02,Yes
0,Yes,No,65,Month-to-month,Fiber optic,No,No,Mailed check,Yes,4,90.74,5921.83,No
0,Yes,No,59,Month-to-month,Fiber optic,No,No,Mailed check,Yes,2,64.31,3850.19,Yes
0,Yes,No,55,Month-to-month,Fiber optic,No,No,Mailed check,No,4,86.05,4716.49,Yes
0,No,No,46,Two year,Fiber optic,No internet service,No,Bank transfer,Yes,3,83.48,3902.59,No
1,No,No,19,Two year,Fiber optic,No,No,Bank transfer,No,6,94.32,1725.84,Yes
0,Yes,No,58,One year,No,No,No,Electronic check,Yes,3,46.53,2650.87,No
0,No,Yes,26,One year,No,No internet service,No internet service,Electronic check,No,5,53.45,1383.83,No
0,Yes,Yes,38,Month-to-month,Fiber optic,Yes,No internet service,Mailed check,No,2,85.2,3222.77,Yes
0,No,No,22,One year,No,Yes,No,Bank transfer,No,5,36.95,786.21,No
0,Yes,No,22,Month-to-month,No,No,Yes,Mailed check,Yes,3,45.03,996.01,Yes
0,Yes,No,11,Two year,DSL,No,No,Mailed check,Yes,3,62.21,663.17,No
0,Yes,Yes,70,Two year,No,No internet service,No,Electronic check,Yes,5,36.85,2565.14,No
0,No,No,10,Month-to-month,No,Yes,No,Bank transfer,Yes,3,33.7,348.14,Yes
1,Yes,No,6,Two year,DSL,No,No internet service,Mailed check,No,1,55.25,304.8,No
0,No,No,68,Two year,DSL,No,Yes,Mailed check,Yes,3,54.91,3729.64,No
0,Yes,Yes,40,Month-to-month,Fiber optic,No,Yes,Mailed check,Yes,6,97.84,3887.78,No
0,Yes,No,31,Two year,Fiber optic,No,No internet service,Electronic check,No,6,98.9,3017.68,No
0,Yes,Yes,53,Month-to-month,Fiber optic,No internet service,No internet service,Electronic check,Yes,4,81.39,4344.22,No
1,Yes,No,27,Month-to-month,Fiber optic,No,No,Electronic check,No,4,86.38,2400.57,Yes
1,No,Yes,9,Month-to-month,DSL,No,Yes,Bank transfer,Yes,2,47.85,473.23,Yes
1,Yes,Yes,53,One year,DSL,No,No,Electronic check,Yes,5,72.71,3866.9,No
0,No,Yes,12,Month-to-month,No,No,No,Electronic check,No,4,32.55,364.94,Yes
0,Yes,No,40,Two year,DSL,No,No,Credit card,Yes,1,51.25,2038.52,No
0,Yes,No,69,Month-to-month,Fiber optic,Yes,Yes,Mailed check,No,6,88.66,6159.82,Yes
0,Yes,No,68,Month-to-month,DSL,Yes,No,Mailed check,Yes,6,65.2,4342.34,No
0,Yes,No,26,One year,Fiber optic,No internet service,No,Mailed check,Yes,1,67.41,1738.13,Yes
0,No,No,56,Month-to-month,Fiber optic,Yes,No,Electronic check,Yes,3,81.76,4607.92,Yes
1,No,No,44,One year,DSL,No,No,Electronic check,Yes,5,68.58,2971.99,Yes
0,Yes,No,34,Month-to-month,Fiber optic,No,No,Credit card,Yes,5,94.69,3236.4,Yes
0,No,No,10,Two year,Fiber optic,Yes,No,Mailed check,Yes,2,68.37,698.78,No
0,No,No,27,One year,DSL,Yes,No,Bank transfer,Yes,1,48.49,1251.06,No
0,No,No,47,Month-to-month,Fiber optic,No,No internet service,Credit card,No,6,92.5,4350.98,Yes
0,No,No,72,Month-to-month,Fiber optic,Unknown,No,Electronic check,Yes,6,100.21,7190.42,Yes
0,No,Yes,0,Month-to-month,Fiber optic,No,No,Bank transfer,No,5,90.89,0.0,Yes
1,No,No,52,Two year,Fiber optic,No,No,Electronic check,Yes,4,87.52,4577.83,No
0,No,Yes,61,One year,Fiber optic,Yes,No internet service,Mailed check,No,5,88.03,5385.79,No
0,No,Yes,69,Month-to-month,DSL,Yes,No,Credit card,Yes,3,68.85,4753.55,No
0,No,No,30,Month-to-month,DSL,Yes,No,Electronic check,Yes,5,59.8,1805.55,Yes
0,Yes,No,8,Two year,Fiber optic,No,No internet service,Credit card,Yes,2,76.6,565.76,No
0,No,No,19,Month-to-month,Fiber optic,No,Yes,Bank transfer,Yes,1,75.15,1426.62,Yes
0,No,Yes,62,One year,No,No internet service,No,Mailed check,Yes,2,27.49,1672.52,No
0,Yes,No,64,One year,DSL,Yes,No,Electronic check,Yes,2,49.42,3204.14,No
0,No,No,46,Month-to-month,Fiber optic,No,No internet service,Bank transfer,No,2,68.13,3161.31,Yes
0,No,No,8,Month-to-month,Fiber optic,No,No,Mailed check,Yes,3,79.35,662.02,Yes
0,Yes,No,8,Month-to-month,DSL,No,Yes,Electronic check,No,1,43.74,418.46,Yes
0,No,Yes,34,Month-to-month,Fiber optic,No,No internet service,Mailed check,Yes,3,93.58,3168.52,Yes
1,No,No,42,Two year,Fiber optic,Yes,No,Electronic check,Yes,3,97.09,4055.82,No
0,No,No,2,One year,DSL,No,No,Credit card,Yes,2,53.7,93.26,No
0,Yes,No,50,Two year,Fiber optic,No,Yes,Electronic check,Yes,3,75.07,3689.41,No
1,Yes,No,39,Month-to-month,DSL,No,Yes,Mailed check,No,5,71.93,2744.33,No
0,No,No,0,Month-to-month,No,Yes,No,Bank transfer,Yes,3,27.61,0.0,Yes
0,Yes,No,6,One year,DSL,No,No,Bank transfer,No,1,46.2,221.39,No
0,Yes,No,33,Month-to-month,DSL,No,No internet service,Credit card,Yes,5,63.73,2060.09,No
0,Yes,Yes,52,Month-to-month,DSL,No,Yes,Credit card,Yes,4,60.0,3115.93,No
0,Yes,Yes,60,Month-to-month,DSL,Yes,No,Electronic check,Yes,3,56.37,3365.71,No
1,No,No,31,One year,DSL,No,Yes,Mailed check,No,1,41.62,1325.65,Yes
0,No,No,21,One year,Fiber optic,No,No,Bank transfer,Yes,1,70.29,1478.51,Yes
0,No,No,70,Month-to-month,DSL,No,Yes,Electronic check,No,1,55.62,3861.46,Yes
0,No,No,33,Two year,DSL,No,No,Bank transfer,Yes,6,71.8,2408.27,No
0,Yes,No,23,Month-to-month,DSL,Yes,Yes,Electronic check,Yes,2,54.75,1288.4,No
0,Yes,No,32,Month-to-month,Fiber optic,Yes,No,Credit card,No,3,70.11,2187.08,Yes
0,Yes,No,0,Month-to-month,DSL,No,No,Bank transfer,Yes,5,73.19,0.0,No
0,Yes,No,22,Two year,Fiber optic,No,No,Mailed check,No,4,83.89,1816.98,No
0,Yes,No,37,Month-to-month,Fiber optic,No,Yes,Mailed check,Yes,1,81.24,2976.22,Yes
0,Yes,No,67,Month-to-month,Fiber optic,No,No,Credit card,No,6,97.93,6636.09,No
0,Yes,No,53,Month-to-month,DSL,No,No,Bank transfer,Yes,2,50.63,2688.36,No
0,Yes,No,57,One year,No,No,Yes,Credit card,No,5,32.43,1839.81,No
0,No,No,39,One year,Fiber optic,No,Yes,Credit card,Yes,5,105.55,4119.85,No
0,No,No,8,Month-to-month,DSL,No,No,Electronic check,No,4,67.82,577.53,Yes
0,No,Yes,28,Two year,Fiber optic,Yes,No,Electronic check,Yes,1,79.68,2202.98,Yes
0,No,No,72,Month-to-month,Fiber optic,No internet service,No internet service,Electronic check,No,4,98.91,7100.29,Yes
0,No,No,3,Month-to-month,DSL,No internet service,Yes,Bank transfer,No,2,55.34,192.29,Yes
0,Yes,Yes,64,One year,Fiber optic,No,No,Bank transfer,No,6,105.11,6666.38,No
0,No,No,49,One year,Fiber optic,No internet service,No,Electronic check,Yes,5,89.63,4431.5,No
0,Yes,No,20,Month-to-month,DSL,No internet service,No,Credit card,Yes,5,71.93,1374.39,Yes
0,Yes,No,56,One year,No,No,No,Electronic check,No,5,38.72,2158.49,No
0,Yes,No,61,Month-to-month,DSL,No,No internet service,Bank transfer,Yes,2,50.98,3045.83,No
0,Yes,No,3,One year,DSL,No,No,Mailed check,No,1,50.08,107.99,Yes
0,Yes,Yes,7,One year,DSL,Yes,No internet service,Mailed check,Yes,4,55.4,439.71,No
0,No,No,48,Two year,Fiber optic,Yes,Yes,Electronic check,Yes,4,89.98,4360.82,No
0,No,No,72,Month-to-month,No,No,No internet service,Bank transfer,Yes,6,45.13,3295.41,Yes
1,No,No,1,One year,No,No internet service,No internet service,Bank transfer,No,4,26.07,0.0,No
0,No,No,48,One year,No,No,No internet service,Electronic check,Yes,5,39.75,1865.96,No
0,No,No,9,Month-to-month,Fiber optic,No internet service,No,Mailed check,Yes,3,81.43,746.46,Yes
0,Yes,Yes,47,Month-to-month,Fiber optic,No,No internet service,Bank transfer,No,1,79.62,3770.75,No
0,No,No,45,Two year,Fiber optic,No,Yes,Mailed check,Yes,1,76.21,3397.47,No
0,No,Yes,6,Month-to-month,DSL,Yes,No,Bank transfer,No,3,67.18,379.92,Yes
0,Yes,No,49,Two year,No,No,No,Mailed check,Yes,1,27.62,1308.13,No
0,Yes,Yes,65,Month-to-month,Fiber optic,Yes,No,Electronic check,Yes,4,84.68,5570.53,No
1,No,No,63,Two year,Fiber optic,Yes,No,Bank transfer,Yes,3,83.15,5219.45,No
0,No,No,2,Month-to-month,Fiber optic,Yes,Yes,Electronic check,Yes,2,76.91,155.07,Yes
0,Yes,No,17,Two year,No,Yes,Yes,Credit card,No,4,40.93,699.16,No
1,No,Yes,17,One year,DSL,Yes,Yes,Electronic check,Yes,5,67.86,1197.84,No
0,Yes,No,33,Month-to-month,Fiber optic,No,No,Credit card,Yes,1,70.73,2295.99,Yes
0,Yes,No,10,One year,Fiber optic,No,No internet service,Bank transfer,Yes,3,83.55,882.23,Yes
0,Yes,No,62,One year,No,Yes,No,Electronic check,No,6,49.77,3034.59,No
0,Yes,Yes,56,Month-to-month,DSL,No internet service,No internet service,Bank transfer,No,2,47.96,2732.39,No
0,No,No,59,Month-to-month,DSL,No,No internet service,Electronic check,Yes,5,69.4,4025.99,No
0,Yes,No,14,One year,Fiber optic,No internet service,No,Credit card,Yes,3,74.03,1032.24,No
0,No,No,1,One year,No,No,No,Credit card,Yes,2,35.63,100.65,No
0,Yes,Yes,66,Month-to-month,No,Yes,No,Bank transfer,No,6,50.16,3338.45,No
0,No,No,21,Two year,Fiber optic,No internet service,Yes,Mailed check,Yes,3,93.28,1975.73,Yes
0,No,No,47,Month-to-month,DSL,No internet service,No,Bank transfer,Yes,6,65.3,3027.16,Yes
0,No,Yes,66,Month-to-month,DSL,No,No,Mailed check,No,4,69.8,4577.41,No
1,No,No,2,One year,Fiber optic,No,No,Electronic check,Yes,5,98.11,250.0,Yes
0,No,No,0,Month-to-month,DSL,No,No,Credit card,No,5,66.41,0.0,Yes
