customerID,SeniorCitizen,Partner,Dependents,tenure,Contract,InternetService,TechSupport,OnlineSecurity,PaymentMethod,PaperlessBilling,NumServices,MonthlyCharges,TotalCharges,Churn
CUST-11008,0,Yes,No,53,Two year,DSL,No,No internet service,Mailed check,Yes,1,40.62,2242.28,No
CUST-11009,0,No,No,37,One year,DSL,No,No,Bank transfer,Yes,6,71.95,2602.55,No
CUST-11010,0,Yes,No,19,Two year,Fiber optic,No internet service,No internet service,Mailed check,No,1,78.77,1516.12,No
CUST-11011,0,Yes,No,58,One year,Fiber optic,Yes,No,Mailed check,No,4,82.46,4855.96,No
CUST-11012,0,No,Yes,17,One year,DSL,No internet service,No internet service,Bank transfer,Yes,5,66.34,1080.8,No
CUST-11013,0,Yes,No,22,Month-to-month,DSL,Yes,No internet service,Electronic check,Yes,5,70.3,1586.64,No
CUST-11014,0,No,Yes,37,Month-to-month,No,No,No internet service,Mailed check,Yes,2,29.07,1120.98,No
CUST-11015,0,No,Yes,61,Month-to-month,DSL,Yes,No,Electronic check,No,4,67.05,4030.98,No
CUST-11016,0,Yes,Yes,28,One year,Fiber optic,No internet service,No,Electronic check,No,6,97.57,2760.45,Yes
CUST-11017,0,Yes,No,36,One year,No,No internet service,No,Bank transfer,Yes,2,27.13,965.83,No
CUST-11018,0,Yes,No,3,Month-to-month,DSL,No,No,Bank transfer,No,6,64.96,192.46,Yes
CUST-11019,0,No,No,8,One year,Fiber optic,Yes,No internet service,Credit card,Yes,4,89.48,702.84,Yes
CUST-11020,0,Yes,No,4,Month-to-month,DSL,Yes,No,Electronic check,No,1,50.1,252.91,No
CUST-11021,0,Yes,No,5,Month-to-month,DSL,No,Yes,Bank transfer,No,2,48.04,235.72,Yes
CUST-11022,0,Yes,Yes,63,Two year,DSL,No,No,Credit card,Yes,6,75.49,4737.34,No
CUST-11023,0,No,No,61,Month-to-month,No,Yes,No,Bank transfer,No,3,41.11,2489.85,No
CUST-11024,0,No,No,59,Month-to-month,DSL,No,No,Credit card,No,6,68.04,4000.72,No
CUST-11025,0,No,No,4,Month-to-month,DSL,No,No,Credit card,No,3,54.13,173.34,Yes
CUST-11026,0,No,Yes,5,Month-to-month,No,No internet service,No,Credit card,Yes,3,28.92,125.71,Yes
CUST-11027,0,No,Yes,20,One year,DSL,No,No,Credit card,Yes,6,61.93,1243.31,No
CUST-11028,0,No,No,41,Two year,No,No,No,Bank transfer,Yes,5,54.53,2251.91,Yes
CUST-11029,0,No,Yes,24,One year,Fiber optic,No,No,Mailed check,No,2,76.31,1879.6,Yes
CUST-11030,0,No,No,35,One year,Fiber optic,Yes,No,Credit card,Yes,5,87.35,3066.89,Yes
CUST-11031,0,Yes,No,12,Month-to-month,Fiber optic,No,No,Credit card,No,2,72.24,847.9,Yes
CUST-11032,0,No,Yes,53,One year,Fiber optic,No,Yes,Electronic check,Yes,6,94.67,4977.07,No
CUST-11033,0,No,Yes,22,Month-to-month,DSL,Yes,No,Electronic check,No,1,45.33,1009.04,Yes
CUST-11034,0,Yes,No,4,Month-to-month,No,No,No,Electronic check,Yes,4,46.63,181.83,Yes
CUST-11035,0,Yes,No,54,Two year,No,No internet service,No,Credit card,Yes,1,18.0,968.63,No
CUST-11036,1,Yes,No,65,Month-to-month,No,No,No internet service,Electronic check,Yes,5,33.27,2173.05,No
CUST-11037,0,No,Yes,1,Month-to-month,Fiber optic,No,No,Electronic check,No,6,100.31,121.09,Yes
CUST-11038,0,Yes,Yes,31,Month-to-month,Fiber optic,No,No internet service,,No,5,91.86,2858.45,No
CUST-11039,0,No,No,60,Two year,Fiber optic,No,No,Electronic check,Yes,3,82.16,4922.78,No
CUST-11040,0,Yes,No,51,Month-to-month,DSL,Yes,No,Credit card,Yes,5,70.86,3581.8,No
CUST-11041,0,No,Yes,62,Month-to-month,Fiber optic,No internet service,No internet service,Mailed check,No,2,79.82,4924.33,No
CUST-11042,0,Yes,No,30,Two year,Fiber optic,No internet service,No,Electronic check,Yes,4,87.72,2665.53,No
CUST-11043,1,No,No,27,Month-to-month,Fiber optic,Yes,No internet service,Electronic check,Yes,6,88.57,2374.45,No
CUST-11044,1,No,No,51,Two year,DSL,Yes,No internet service,Credit card,No,3,48.49,2419.15,No
CUST-11045,0,Yes,No,11,Month-to-month,Fiber optic,No,Yes,Bank transfer,Yes,1,70.3,819.68,Yes
CUST-11046,0,Yes,No,17,One year,Fiber optic,No,No internet service,Mailed check,Yes,3,76.99,1271.13,Yes
CUST-11047,0,Yes,Yes,43,Two year,Fiber optic,No,No internet service,Electronic check,Yes,3,85.12,3661.57,No
CUST-11048,0,Yes,Yes,48,Month-to-month,No,No,No,Credit card,No,5,31.71,1541.73,No
CUST-11049,0,No,No,8,One year,Fiber optic,No,Yes,Bank transfer,Yes,5,89.82,718.69,Yes
CUST-11050,1,No,No,37,Month-to-month,DSL,No,No,Bank transfer,No,3,57.46,2026.89,No
CUST-11051,0,No,No,26,One year,DSL,Yes,No internet service,Mailed check,Yes,5,67.26,1764.38,No
CUST-11052,0,No,No,36,Two year,Fiber optic,Yes,No internet service,Credit card,No,1,76.89,2821.1,Yes
CUST-11053,1,Yes,Yes,69,One year,Fiber optic,No,No internet service,Bank transfer,Yes,2,77.04,5347.22,No
CUST-11054,0,No,Yes,5,Two year,No,No internet service,No,Mailed check,Yes,4,34.0,85.04,Yes
CUST-11055,0,No,Yes,72,One year,DSL,No,Yes,Credit card,Yes,5,74.97,5482.93,No
CUST-11056,1,Yes,Yes,32,One year,DSL,No,No,Credit card,Yes,5,65.58,2045.53,Yes
CUST-11057,0,No,No,56,Month-to-month,Fiber optic,No internet service,No,Bank transfer,Yes,4,96.51,5361.42,Yes
CUST-11058,0,Yes,No,30,One year,Fiber optic,No,Yes,Bank transfer,No,1,72.55,2207.78,Yes
CUST-11059,0,No,No,22,Two year,No,No,Yes,Mailed check,No,5,42.4,950.91,No
CUST-11060,1,No,No,56,One year,No,Yes,Yes,,No,3,32.67,1832.73,No
CUST-11061,0,No,No,50,Month-to-month,Fiber optic,No,Yes,Electronic check,Yes,2,80.39,3996.72,Yes
CUST-11062,0,Yes,Yes,10,Month-to-month,No,,No,Bank transfer,No,3,30.98,363.03,Yes
CUST-11063,0,No,No,51,One year,DSL,No internet service,No,Mailed check,Yes,5,68.08,3470.51,Yes
CUST-11064,0,Yes,No,54,Two year,Fiber optic,No,No,Mailed check,No,2,88.18,4699.09,No
CUST-11065,1,No,No,28,Month-to-month,No,No,No,Credit card,No,4,44.29,1289.41,Yes
CUST-11066,0,Yes,No,67,Month-to-month,Fiber optic,Yes,No internet service,Electronic check,Yes,1,80.83,5424.38,Yes
CUST-11067,1,No,Yes,46,Month-to-month,No,No internet service,No,Credit card,Yes,5,34.45,1629.3,Yes
CUST-11068,0,No,Yes,24,Month-to-month,DSL,Yes,No,Electronic check,No,1,42.42,1040.98,Yes
CUST-11069,0,Yes,Yes,0,Two year,DSL,No,No,Electronic check,Yes,6,73.31, ,Yes
CUST-11070,1,Yes,No,49,Month-to-month,Fiber optic,No,No,Electronic check,No,6,101.62,4966.98,Yes
CUST-11071,0,No,Yes,15,Month-to-month,No,Yes,No,Mailed check,No,6,43.89,658.99,Yes
CUST-11072,0,Yes,Yes,55,Month-to-month,DSL,No,No,Mailed check,Yes,3,54.31,3015.84,Yes
CUST-11073,1,Yes,Yes,38,Month-to-month,No,Yes,No,Electronic check,Yes,5,50.86,1920.53,No
CUST-11074,0,Yes,No,34,Two year,DSL,No,No,Bank transfer,Yes,1,53.62,1855.19,No
CUST-11075,0,Yes,No,11,Month-to-month,Fiber optic,No internet service,No,Mailed check,No,2,85.35,820.95,Yes
CUST-11076,1,No,No,51,Month-to-month,Fiber optic,No,Yes,Electronic check,Yes,1,71.85,3661.44,Yes
CUST-11077,0,No,No,12,Month-to-month,DSL,No internet service,No,Mailed check,Yes,1,46.38,552.44,No
CUST-11078,0,Yes,Yes,30,Two year,Fiber optic,Yes,No,Electronic check,Yes,3,89.19,2670.13,No
CUST-11079,0,Yes,No,61,Two year,Fiber optic,No,No,Electronic check,No,4,86.42,5236.54,No
CUST-11080,0,Yes,Yes,67,Month-to-month,Fiber optic,No internet service,No,Electronic check,No,6,93.33,6289.35,Yes
CUST-11081,0,Yes,Yes,72,One year,DSL,No internet service,Yes,Bank transfer,No,1,44.02,3149.26,No
CUST-11082,0,No,No,69,Month-to-month,DSL,No,No,Bank transfer,No,3,55.43,3832.68,Yes
CUST-11083,0,Yes,Yes,40,One year,No,No,No,Credit card,No,5,47.75,1908.51,No
CUST-11084,0,No,Yes,14,Month-to-month,Fiber optic,No internet service,No,Bank transfer,No,2,69.94,999.17,No
CUST-11085,0,No,No,61,Two year,No,No,No,Mailed check,Yes,5,46.27,2879.71,No
CUST-11086,0,No,No,58,Two year,Fiber optic,No,Yes,Electronic check,Yes,4,83.75,4865.3,No
CUST-11087,0,No,Yes,72,Month-to-month,No,Yes,Yes,Electronic check,No,4,36.74,2678.94,No
CUST-11088,0,Yes,No,47,Month-to-month,DSL,Yes,No,,Yes,1,48.62,2290.93,No
CUST-11089,0,Yes,No,10,Month-to-month,Fiber optic,No,Yes,Electronic check,Yes,2,77.68,756.56,Yes
CUST-11090,0,Yes,Yes,36,Month-to-month,Fiber optic,No,No,Electronic check,No,6,95.28,3424.42,No
CUST-11091,1,No,Yes,32,Month-to-month,DSL,Yes,No,Credit card,No,6,69.33,2207.22,Yes
CUST-11092,0,No,No,61,Month-to-month,DSL,No,No internet service,Electronic check,Yes,3,55.07,3382.0,No
CUST-11093,0,Yes,No,28,Two year,Fiber optic,No,No,Electronic check,Yes,4,95.92,2690.03,No
CUST-11094,1,Yes,No,23,Month-to-month,No,No,Yes,Credit card,Yes,4,38.15,845.68,Yes
CUST-11095,0,Yes,No,5,Two year,Fiber optic,No,No,Electronic check,Yes,4,87.24,427.32,Yes
CUST-11096,0,No,Yes,60,Month-to-month,DSL,No,No internet service,Mailed check,Yes,5,63.63,3756.76,No
CUST-11097,0,No,No,55,Month-to-month,No,Yes,Yes,Electronic check,Yes,4,35.55,1947.87,Yes
CUST-11098,0,No,No,3,Month-to-month,DSL,No internet service,No internet service,Mailed check,No,1,45.65,137.0,Yes
CUST-11099,0,No,Yes,31,Two year,DSL,No,No,Credit card,Yes,1,54.09,1749.13,No
CUST-11100,0,Yes,No,35,Month-to-month,No,Yes,Yes,Bank transfer,Yes,6,42.48,1540.74,No
CUST-11101,0,No,Yes,34,Month-to-month,Fiber optic,No,Yes,Mailed check,No,5,79.02,2645.32,Yes
CUST-11102,0,No,No,67,One year,No,,No internet service,Electronic check,Yes,2,29.35,1974.52,No
CUST-11103,1,Yes,No,10,One year,No,No,No internet service,Mailed check,Yes,1,22.82,236.97,No
CUST-11104,0,No,No,22,One year,Fiber optic,No,No internet service,Bank transfer,Yes,2,75.49,1651.56,No
CUST-11105,0,Yes,No,13,Month-to-month,DSL,No,No,Electronic check,No,4,68.47,883.44,Yes
CUST-11106,0,No,No,17,Month-to-month,DSL,No,No,Electronic check,Yes,4,46.6,778.04,Yes
CUST-11107,1,No,Yes,66,Two year,No,Yes,Yes,Bank transfer,Yes,2,38.46,2613.27,No
CUST-11108,0,No,No,68,One year,No,No,No,Credit card,No,2,35.33,2385.79,No
CUST-11109,0,No,No,3,One year,Fiber optic,Yes,No,Credit card,No,2,75.23,239.33,No
CUST-11110,0,Yes,Yes,46,Month-to-month,Fiber optic,No,No internet service,,No,3,80.8,3615.64,No
CUST-11111,0,No,No,16,Month-to-month,DSL,No,No,Mailed check,No,2,57.03,945.42,Yes
CUST-11112,0,No,Yes,14,Two year,DSL,No,No,Bank transfer,No,3,61.69,911.03,Yes
CUST-11113,0,No,No,21,One year,No,Yes,Yes,Credit card,Yes,1,20.7,392.62,No
CUST-11114,0,No,No,14,Month-to-month,DSL,No,No,Electronic check,Yes,6,62.3,851.72,Yes
CUST-11115,1,Yes,No,35,Two year,Fiber optic,No,Yes,Mailed check,Yes,6,109.68,3856.86,No
CUST-11116,0,No,No,72,One year,No,No,No internet service,Electronic check,Yes,3,39.24,2826.06,No
CUST-11117,0,No,Yes,42,Month-to-month,Fiber optic,No,Yes,Credit card,Yes,5,93.44,3943.13,Yes
CUST-11118,0,Yes,No,52,Month-to-month,Fiber optic,Yes,No,Credit card,Yes,4,89.05,4619.11,Yes
CUST-11119,0,No,Yes,36,One year,DSL,No,Yes,Credit card,No,1,53.23,1990.81,No
CUST-11120,0,No,Yes,1,Month-to-month,DSL,No,No,Electronic check,No,2,58.45,31.66,Yes
CUST-11121,0,No,No,6,One year,DSL,No,Yes,Credit card,Yes,1,36.98,329.54,Yes
CUST-11122,0,No,No,19,One year,DSL,Yes,No,Electronic check,Yes,5,65.39,1292.09,Yes
CUST-11123,0,Yes,No,17,Month-to-month,DSL,No internet service,No,Electronic check,Yes,5,64.77,1134.37,Yes
CUST-11124,0,No,Yes,61,Two year,DSL,No internet service,No,Bank transfer,Yes,4,62.03,3742.21,No
CUST-11125,0,Yes,No,61,Month-to-month,DSL,No internet service,No internet service,Credit card,Yes,1,54.12,3337.71,No
CUST-11126,0,No,Yes,62,Month-to-month,DSL,No,No,Credit card,Yes,2,43.26,2706.28,Yes
CUST-11127,0,Yes,Yes,46,One year,No,No,No,Electronic check,Yes,3,25.41,1084.08,No
CUST-11128,0,No,No,40,One year,DSL,Yes,No internet service,Mailed check,No,1,45.41,1760.22,No
CUST-11129,0,No,Yes,47,Month-to-month,Fiber optic,No internet service,No,Mailed check,Yes,1,75.43,3559.52,Yes
CUST-11130,0,No,Yes,29,One year,No,No,No internet service,Electronic check,Yes,2,33.99,980.38,No
CUST-11131,0,No,No,48,Two year,DSL,Yes,No internet service,Credit card,Yes,4,72.79,3473.26,No
CUST-11132,1,Yes,No,57,Two year,Fiber optic,No,No internet service,Electronic check,Yes,1,72.78,4191.62,No
CUST-11133,1,No,Yes,55,Two year,No,No internet service,No,Electronic check,Yes,6,51.98,2823.55,Yes
CUST-11134,0,No,No,44,Month-to-month,Fiber optic,No internet service,No,Mailed check,No,3,87.76,3843.23,Yes
CUST-11135,0,Yes,Yes,4,Month-to-month,DSL,No,No,Bank transfer,Yes,2,57.25,203.12,Yes
CUST-11136,0,No,No,52,One year,Fiber optic,No,No,Credit card,Yes,1,74.35,3886.61,No
CUST-11137,0,No,Yes,26,Month-to-month,Fiber optic,No,No internet service,Electronic check,No,6,94.6,2390.82,Yes
CUST-11138,0,No,Yes,54,One year,Fiber optic,No internet service,Yes,Electronic check,Yes,4,81.61,4387.03,No
CUST-11139,1,No,No,39,Month-to-month,DSL,No,No internet service,Credit card,Yes,6,65.21,2474.28,No
CUST-11140,1,Yes,Yes,64,Month-to-month,DSL,No,No,Mailed check,No,5,69.58,4440.6,Yes
CUST-11141,0,No,Yes,24,Month-to-month,No,No,Yes,Mailed check,Yes,6,46.67,1149.0,No
CUST-11142,0,Yes,Yes,67,Month-to-month,DSL,No internet service,No,Electronic check,No,6,69.51,4686.81,No
CUST-11143,0,Yes,No,61,Month-to-month,DSL,Yes,No internet service,Credit card,Yes,5,71.49,4331.79,No
CUST-11144,0,Yes,No,24,One year,Fiber optic,No,No,Bank transfer,No,6,95.8,2320.53,Yes
CUST-11145,1,Yes,No,35,One year,No,Yes,No internet service,Electronic check,Yes,6,41.52,1445.79,No
CUST-11146,0,Yes,No,38,Month-to-month,DSL,No,No,Electronic check,No,2,52.4,2045.64,Yes
CUST-11147,1,No,No,56,Month-to-month,DSL,No,No internet service,Electronic check,No,4,67.92,3798.32,No
CUST-11148,0,Yes,No,50,Two year,Fiber optic,Yes,No,Electronic check,No,6,90.86,4424.08,No
CUST-11149,0,Yes,No,62,Month-to-month,Fiber optic,No,No internet service,Electronic check,No,6,98.26,6127.91,Yes
CUST-11150,0,Yes,No,27,Month-to-month,Fiber optic,Yes,Yes,Electronic check,No,1,74.17,1984.23,No
CUST-11151,0,No,No,36,Month-to-month,No,No internet service,No,Electronic check,Yes,1,19.94,706.87,No
CUST-11152,0,Yes,No,31,One year,DSL,No internet service,No internet service,Mailed check,Yes,2,52.24,1632.88,No
CUST-11153,0,Yes,Yes,66,Two year,Fiber optic,No,Yes,Mailed check,Yes,5,83.07,5425.63,No
CUST-11154,0,No,No,22,One year,Fiber optic,No,No,Mailed check,Yes,3,84.16,1854.51,Yes
CUST-11155,1,Yes,Yes,42,Two year,Fiber optic,Yes,No internet service,Credit card,Yes,4,79.81,3373.4,No
CUST-11156,0,No,No,8,Two year,Fiber optic,No internet service,No,Electronic check,No,1,80.93,662.0,No
CUST-11157,0,Yes,Yes,62,Month-to-month,No,No,No internet service,Credit card,No,1,23.95,1460.94,No
CUST-11158,0,Yes,Yes,28,Month-to-month,DSL,Yes,No,Credit card,No,5,64.07,1833.64,Yes
CUST-11159,0,Yes,No,24,Month-to-month,Fiber optic,No internet service,No internet service,Credit card,Yes,2,85.96,2023.14,Yes
CUST-11160,0,No,No,42,Month-to-month,DSL,Yes,No,Electronic check,No,1,43.31,1794.0,No
CUST-11161,0,Yes,No,36,One year,Fiber optic,No,No,Electronic check,No,2,74.51,2676.92,Yes
CUST-11162,0,No,No,61,Month-to-month,Fiber optic,Yes,No internet service,Bank transfer,No,2,68.02,4161.04,No
CUST-11163,0,Yes,No,38,Month-to-month,Fiber optic,No,No,Electronic check,No,3,91.36,3458.7,Yes
CUST-11164,1,No,No,37,Month-to-month,DSL,Yes,Yes,Electronic check,Yes,6,83.24,3129.02,Yes
CUST-11165,0,Yes,No,7,One year,No,Yes,No,Electronic check,Yes,2,18.96,144.53,Yes
CUST-11166,1,Yes,No,1,One year,No,No,No,Bank transfer,No,4,33.11,36.14,No
CUST-11167,0,Yes,No,29,Two year,No,No internet service,No,Credit card,No,2,29.42,863.59,No
CUST-11168,0,No,No,72,Month-to-month,No,Yes,No,Electronic check,No,3,30.41,2218.84,No
CUST-11169,0,Yes,No,66,Month-to-month,DSL,No,No,Credit card,No,2,53.81,3561.09,Yes
CUST-11170,0,No,No,45,Two year,Fiber optic,No,No internet service,Credit card,No,3,82.79,3653.17,No
CUST-11171,0,No,No,46,One year,DSL,No internet service,Yes,Electronic check,No,4,65.45,3054.28,No
CUST-11172,0,No,No,28,One year,No,Yes,No,Mailed check,No,4,32.23,907.23,Yes
CUST-11173,0,Yes,No,12,Month-to-month,DSL,No,No,Electronic check,No,1,50.66,635.31,Yes
CUST-11174,0,No,No,0,Month-to-month,DSL,No internet service,Yes,Credit card,Yes,1,42.8, ,Yes
CUST-11175,0,No,No,24,Two year,Fiber optic,No,No,Bank transfer,Yes,2,76.53,1763.65,Yes
CUST-11176,0,No,No,23,One year,DSL,No,No,Bank transfer,Yes,6,61.58,1325.18,Yes
CUST-11177,0,No,No,13,One year,Fiber optic,No internet service,No internet service,Bank transfer,Yes,2,76.57,957.64,Yes
CUST-11178,0,No,No,18,Month-to-month,DSL,No,No,Electronic check,No,4,59.56,1092.77,Yes
CUST-11179,1,No,No,1,Month-to-month,Fiber optic,No,Yes,Credit card,No,3,89.16,141.08,Yes
CUST-11180,0,No,Yes,44,Month-to-month,No,No,No,Credit card,Yes,3,33.14,1470.24,No
CUST-11181,1,Yes,No,67,One year,Fiber optic,No internet service,No internet service,Bank transfer,Yes,1,75.24,4998.99,Yes
CUST-11182,0,No,No,50,Month-to-month,DSL,No internet service,No,Mailed check,Yes,3,58.37,2887.14,No
CUST-11183,0,No,No,32,Month-to-month,DSL,No,No,Electronic check,No,6,59.23,1949.79,Yes
CUST-11184,0,No,Yes,30,Month-to-month,DSL,No,No internet service,Electronic check,No,6,60.02,1748.17,Yes
CUST-11185,0,No,No,22,Two year,DSL,No,Yes,Electronic check,Yes,2,52.09,1230.05,No
CUST-11186,0,Yes,No,10,Month-to-month,Fiber optic,Yes,No,Bank transfer,Yes,4,89.67,971.74,Yes
CUST-11187,0,Yes,Yes,43,Month-to-month,Fiber optic,,No,Credit card,Yes,2,77.59,3421.76,Yes
CUST-11188,0,Yes,No,41,One year,DSL,Yes,No,Credit card,Yes,6,66.82,2754.85,No
CUST-11189,1,No,No,0,Two year,DSL,Yes,No internet service,Electronic check,No,4,61.56, ,Yes
CUST-11190,0,Yes,No,30,One year,No,No,Yes,Electronic check,No,6,45.04,1365.45,No
CUST-11191,0,No,Yes,20,Two year,DSL,Yes,No internet service,Electronic check,Yes,6,76.67,1569.74,No
CUST-11192,0,No,Yes,12,Month-to-month,DSL,Yes,No,Credit card,Yes,2,58.34,674.05,Yes
CUST-11193,0,No,No,51,Two year,Fiber optic,No,No internet service,Bank transfer,Yes,3,80.18,4045.13,No
CUST-11194,0,Yes,Yes,38,Two year,DSL,Yes,No internet service,Mailed check,Yes,4,62.7,2371.24,No
CUST-11195,0,No,No,46,Month-to-month,No,Yes,No,Bank transfer,Yes,2,30.66,1379.47,No
CUST-11196,0,Yes,No,52,One year,DSL,Yes,Yes,Mailed check,Yes,5,70.05,3692.24,Yes
CUST-11197,0,No,Yes,71,Month-to-month,Fiber optic,Yes,No,Electronic check,Yes,4,97.92,6927.66,No
CUST-11198,0,Yes,No,58,Month-to-month,Fiber optic,No,No internet service,Electronic check,No,2,78.83,4575.97,Yes
CUST-11199,0,Yes,No,45,Month-to-month,No,No,No,Electronic check,Yes,3,40.51,1862.27,Yes
CUST-11200,0,Yes,No,64,Month-to-month,Fiber optic,No internet service,No,Electronic check,No,5,85.54,5525.75,Yes
CUST-11201,1,No,No,34,Two year,Fiber optic,No,No internet service,Mailed check,Yes,3,79.67,2717.12,Yes
CUST-11202,1,Yes,No,71,Month-to-month,Fiber optic,No,No internet service,Electronic check,Yes,5,79.69,5673.36,No
CUST-11203,0,No,Yes,55,One year,Fiber optic,No internet service,No,Bank transfer,Yes,6,97.91,5344.37,Yes
CUST-11204,0,No,Yes,47,Month-to-month,Fiber optic,No,No internet service,Mailed check,Yes,3,87.39,4148.25,No
CUST-11205,0,No,No,65,Month-to-month,Fiber optic,No,Yes,Mailed check,Yes,6,81.67,5359.09,No
CUST-11206,0,Yes,No,37,Month-to-month,Fiber optic,No,No,Credit card,No,3,84.63,3056.5,No
CUST-11207,0,Yes,Yes,52,Month-to-month,DSL,No,No internet service,Electronic check,No,4,66.63,3535.28,Yes
CUST-11208,0,Yes,Yes,20,One year,DSL,No,Yes,Bank transfer,Yes,5,70.78,1387.57,No
CUST-11209,0,Yes,No,70,Two year,Fiber optic,Yes,Yes,Electronic check,Yes,1,67.32,4736.19,No
CUST-11210,1,No,Yes,45,Month-to-month,DSL,No internet service,No internet service,Bank transfer,Yes,5,72.14,3249.4,No
CUST-11211,0,Yes,No,57,Two year,Fiber optic,Yes,No,Mailed check,No,4,88.06,5017.0,No
CUST-11212,1,Yes,No,33,One year,DSL,No,Yes,Electronic check,Yes,4,66.55,2187.89,No
CUST-11213,0,Yes,No,63,One year,Fiber optic,No internet service,Yes,Electronic check,Yes,6,96.24,6023.42,No
CUST-11214,1,No,Yes,5,Month-to-month,Fiber optic,No,No,Bank transfer,No,3,85.79,449.9,Yes
CUST-11215,0,Yes,Yes,8,Month-to-month,Fiber optic,Yes,No,Bank transfer,No,6,103.66,817.84,No
CUST-11216,0,No,No,37,Two year,Fiber optic,No,No internet service,Bank transfer,No,4,86.78,3158.48,No
CUST-11217,1,Yes,No,53,One year,DSL,No,No,Mailed check,Yes,2,55.7,2910.7,No
CUST-11218,1,No,Yes,59,Month-to-month,DSL,No internet service,No,Bank transfer,Yes,4,70.5,4107.8,Yes
CUST-11219,0,No,No,32,Two year,Fiber optic,No,Yes,Bank transfer,Yes,2,78.2,2481.42,No
CUST-11220,0,Yes,No,47,Month-to-month,No,No,No,Electronic check,No,6,40.25,1911.15,No
CUST-11221,0,Yes,Yes,40,One year,Fiber optic,No,No,Mailed check,No,1,78.56,3113.96,No
CUST-11222,0,Yes,No,70,Month-to-month,Fiber optic,No,No internet service,Mailed check,Yes,3,92.11,6486.72,No
CUST-11223,0,Yes,Yes,47,Two year,Fiber optic,No,No internet service,Credit card,No,5,100.23,4706.04,No
CUST-11224,1,Yes,No,30,Month-to-month,Fiber optic,Yes,No,Mailed check,Yes,1,78.79,2352.12,Yes
CUST-11225,0,No,Yes,70,Month-to-month,Fiber optic,Yes,No internet service,Mailed check,No,3,69.44,4861.47,No
CUST-11226,0,No,No,7,One year,Fiber optic,Yes,Yes,Credit card,Yes,4,84.19,645.14,No
CUST-11227,0,Yes,No,71,Month-to-month,DSL,,No,Credit card,Yes,3,54.99,3849.44,No
CUST-11228,0,No,No,11,Two year,DSL,No internet service,No,Electronic check,Yes,5,67.77,811.72,No
CUST-11229,0,Yes,No,21,One year,Fiber optic,No,No,Credit card,No,2,89.13,1910.14,Yes
CUST-11230,0,No,No,59,Month-to-month,Fiber optic,No,No internet service,Electronic check,Yes,3,77.02,4543.31,Yes
CUST-11231,0,Yes,No,53,Month-to-month,Fiber optic,No internet service,Yes,Credit card,Yes,2,92.45,4947.17,Yes
CUST-11232,0,No,No,70,Two year,DSL,Yes,No internet service,Electronic check,No,4,60.71,4236.8,No
CUST-11233,1,No,Yes,54,One year,DSL,Yes,Yes,Mailed check,No,6,67.4,3651.03,No
CUST-11234,0,Yes,No,46,Two year,No,No internet service,Yes,Credit card,No,2,34.07,1545.56,No
CUST-11235,1,Yes,Yes,25,Month-to-month,DSL,No internet service,No,Electronic check,No,3,64.05,1639.91,No
CUST-11236,0,Yes,No,0,Two year,No,No,No internet service,Credit card,No,2,32.9, ,No
CUST-11237,0,No,No,9,Month-to-month,DSL,Yes,No,Mailed check,No,2,49.38,442.37,No
CUST-11238,0,No,No,21,One year,Fiber optic,No internet service,No,Electronic check,Yes,6,100.01,2127.38,No
CUST-11239,0,No,No,2,Month-to-month,Fiber optic,No,Yes,Credit card,Yes,5,86.3,214.53,Yes
CUST-11240,0,No,No,37,Month-to-month,DSL,No,Yes,Mailed check,Yes,6,67.22,2454.29,No
CUST-11241,0,No,Yes,56,Two year,DSL,Yes,Yes,Credit card,Yes,4,62.43,3526.21,No
CUST-11242,0,Yes,Yes,70,Two year,DSL,No,No internet service,Credit card,Yes,4,58.08,4026.32,No
CUST-11243,0,No,No,35,Month-to-month,DSL,No internet service,Yes,Electronic check,Yes,5,73.82,2497.69,Yes
CUST-11244,0,No,Yes,63,Two year,DSL,No internet service,No,Electronic check,Yes,4,59.53,3720.47,No
CUST-11245,0,Yes,Yes,71,Month-to-month,No,No,No,Electronic check,No,5,41.18,2957.17,No
CUST-11246,0,No,No,62,Month-to-month,DSL,No,No,Mailed check,No,2,48.72,3020.15,No
CUST-11247,0,Yes,No,33,Month-to-month,Fiber optic,No,No,Electronic check,Yes,1,80.73,2642.69,Yes
CUST-11248,0,Yes,No,23,Month-to-month,DSL,No,Yes,Mailed check,No,3,54.5,1255.72,No
CUST-11249,0,No,No,71,Month-to-month,No,No,No,Credit card,Yes,1,31.35,2226.75,No
CUST-11250,0,Yes,No,17,Month-to-month,No,Yes,No,Electronic check,Yes,1,30.91,550.35,Yes
CUST-11251,0,Yes,Yes,30,Month-to-month,No,Yes,Yes,Bank transfer,Yes,1,21.82,590.13,Yes
CUST-11252,0,Yes,No,5,One year,No,No,No,Mailed check,Yes,1,24.68,119.31,No
CUST-11253,0,No,No,57,Two year,DSL,Yes,Yes,Electronic check,Yes,5,64.66,3690.59,No
CUST-11254,1,No,No,47,One year,Fiber optic,Yes,No internet service,Electronic check,No,4,91.27,4235.08,No
CUST-11255,0,Yes,No,6,Month-to-month,DSL,No internet service,No internet service,Electronic check,Yes,6,70.83,369.82,Yes
CUST-11256,1,Yes,No,16,One year,No,No,Yes,Bank transfer,Yes,2,26.5,409.41,No
CUST-11257,0,Yes,Yes,40,Month-to-month,Fiber optic,Yes,No,Electronic check,Yes,2,79.28,3171.54,Yes
